
===== ZK SYNC RUN START: 2025-08-20 16:51:51 =====
[35m[JOB] Dispatching poll_branch=30 (job_id=0a68896f-4de8-4542-a4cb-740a5830ae16) — log: logs\zk_sync_20250820_165151.log
[33m
[DEBUG] Connecting to K40 Lobby Dhanmondi Branch (172.19.114.231:4370)
[32m[CONNECTED] K40 Lobby Dhanmondi Branch
[36m[INFO] Retrieved 5713 logs from K40 Lobby Dhanmondi Branch in 2.26 seconds
[34m    [NEW ✅] RID 1, User=1071, Time=2024-01-10 14:07:24
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-01-22 09:55:50 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-01-22 09:57:57 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-01-22 09:58:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2025-01-22 10:04:25 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-01-22 20:15:41 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-01-23 09:26:33 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-01-23 09:27:05 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-01-23 09:31:03 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-01-23 09:40:38 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-01-23 09:40:46 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-01-23 09:44:24 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-01-23 09:47:41 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-01-23 09:49:34 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-01-23 09:53:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2025-01-23 09:59:10 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-01-23 10:15:05 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-01-26 09:11:19 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2025-01-26 09:20:30 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-01-26 09:23:14 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-01-26 09:23:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-01-26 09:23:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-01-26 09:28:44 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-01-26 09:31:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-01-26 09:34:03 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-01-26 09:39:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1515 CHECKTIME=2025-01-26 09:43:05 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-01-26 09:46:56 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-01-26 12:41:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2025-01-26 13:03:42 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=1429 CHECKTIME=2025-01-27 09:15:40
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-01-27 09:27:27 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-01-27 09:28:53 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-01-27 09:40:07 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-01-27 09:41:13 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-01-27 09:49:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1515 CHECKTIME=2025-01-27 09:49:21 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-01-27 09:49:26 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-01-27 09:49:33 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-01-27 09:52:08 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-01-27 09:53:50 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2025-01-27 10:03:59 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-01-27 10:05:19 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-01-28 09:34:31 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-01-28 09:34:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-01-28 09:41:31 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-01-28 09:42:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-01-28 09:53:03 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2025-01-28 09:56:02 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=1459 CHECKTIME=2025-01-28 09:56:22
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-01-28 09:57:04 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1515 CHECKTIME=2025-01-28 09:58:42 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1515 CHECKTIME=2025-01-28 09:58:44 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-01-28 10:01:00 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-01-28 10:07:12 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-01-29 09:20:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-01-29 09:35:00 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-01-29 09:41:48 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-01-29 09:42:38 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-01-29 09:45:37 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-01-29 09:47:32 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2025-01-29 09:48:22 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-01-29 09:51:31 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-01-29 09:53:13 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1515 CHECKTIME=2025-01-29 09:58:28 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2025-01-29 09:59:12 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-01-29 09:59:32 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-01-29 10:00:55 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2025-01-29 19:58:06 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-01-29 20:12:44 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-01-30 09:13:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-01-30 09:33:09 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-01-30 09:40:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-01-30 09:42:26 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-01-30 09:47:08 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-01-30 09:56:00 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2025-01-30 09:58:59 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-01-30 09:59:29 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1033 CHECKTIME=2025-01-30 10:04:22 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-01-30 10:04:51 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-01-30 10:08:59 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-02 09:06:42 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-02 09:11:19 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-02 09:18:30 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-02 09:21:11 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-02-02 09:30:11 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-02 09:31:45 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2025-02-02 09:32:40 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-02 09:32:57 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-02 09:39:44 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-02 09:40:09 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-02 09:59:14 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-02 09:59:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-02 19:54:23 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-03 09:11:44 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-03 09:23:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-03 09:30:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-03 09:31:23 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-03 09:36:48 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-03 09:42:27 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-02-03 09:45:45 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-03 09:46:42 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-03 09:52:41 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-03 09:53:23 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-02-03 10:00:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-04 09:14:09 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-04 09:18:34 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-04 09:34:13 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-04 09:34:33 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-04 09:39:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-04 09:45:11 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-04 09:46:47 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-04 09:48:42 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-04 09:49:05 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-04 09:54:37 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-02-04 09:59:04 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2025-02-04 10:03:36 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-02-04 10:06:01 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2025-02-04 17:10:28 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-05 09:27:59 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-05 09:33:41 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-05 09:36:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-05 09:38:51 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2025-02-05 09:40:06 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-05 09:43:37 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-05 09:46:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-05 09:46:03 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-05 09:47:25 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-05 09:58:36 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-05 09:59:01 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-02-05 10:15:25 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-06 08:56:11 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-06 09:18:58 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-06 09:37:58 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-06 09:38:25 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-06 09:41:13 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-06 09:42:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-06 09:50:12 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2025-02-06 09:53:45 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-06 09:58:55 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-02-06 10:00:52 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-02-09 09:10:13 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-09 09:10:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-09 09:23:34 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-09 09:28:40 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-09 09:29:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-09 09:30:33 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2025-02-09 09:31:36 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=15 CHECKTIME=2025-02-09 09:31:45
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-09 09:31:47 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-09 09:33:14 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-02-09 09:43:04 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-09 09:57:00 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2025-02-09 09:58:42 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-09 10:01:39 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-09 20:12:13 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-10 09:27:13 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-10 09:36:55 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-10 09:39:53 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-10 09:42:00 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-10 09:50:22 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2025-02-10 09:51:45 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-10 09:52:04 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-10 09:53:07 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-10 09:55:31 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-10 09:58:45 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2025-02-10 09:58:55 sn=A8N5232360698
[32m    [ACCESS ✅] USERID=26 CHECKTIME=2025-02-10 10:03:44
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-02-10 10:26:19 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-11 09:13:06 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-11 09:39:33 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-11 09:41:11 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-11 09:46:50 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-11 09:48:18 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-02-11 09:58:41 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-11 09:59:04 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-11 09:59:21 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-11 10:02:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-02-11 10:03:12 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-11 13:12:15 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-11 19:54:35 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-11 19:54:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-11 19:54:49 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-12 09:35:21 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-12 09:39:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-12 09:42:45 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-02-12 09:47:46 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-12 09:48:38 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2025-02-12 09:48:53 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-02-12 09:49:53 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-12 09:52:44 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-12 09:52:58 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-12 09:53:16 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-12 10:16:27 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-12 12:34:54 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-13 09:34:05 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-13 09:38:16 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-13 09:43:16 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-13 09:45:50 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-13 09:52:09 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-13 09:53:48 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-02-13 10:01:11 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-02-13 10:10:18 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-13 10:14:02 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-13 10:15:01 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=648 CHECKTIME=2025-02-16 08:58:48 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1352 CHECKTIME=2025-02-16 09:15:33 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=584 CHECKTIME=2025-02-16 09:19:01 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1469 CHECKTIME=2025-02-16 09:23:14 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-16 09:31:18 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-16 09:31:52 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1459 CHECKTIME=2025-02-16 09:32:00 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=505 CHECKTIME=2025-02-16 09:32:36 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1203 CHECKTIME=2025-02-16 09:36:14 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=26 CHECKTIME=2025-02-16 09:38:22 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=109 CHECKTIME=2025-02-16 09:39:20 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=635 CHECKTIME=2025-02-16 09:42:14 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=15 CHECKTIME=2025-02-16 10:05:44 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1515 CHECKTIME=2025-02-16 10:08:35 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-16 10:22:51 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1429 CHECKTIME=2025-02-17 09:06:43 sn=A8N5232360698
[33m    [ACCESS DUP] Duplicate row ignored: USERID=1071 CHECKTIME=2025-02-17 09:28:10 sn=A8N5232360698
